Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
InDesign 2022 Essential Training,"InDesign is an essential tool for design firms, ad agencies, magazines, newspapers, book publishers, and freelance designers around the world. In this course, InDesign expert David Blatner presents a thorough explanation of the core features and techniques that make this powerful page layout application fun and easy to use. He provides a foundation upon which advanced skills and workflows can be built. David shows you how to navigate and customize the workspace, manage documents and pages, work with text frames and graphics, export and print finished documents, explore creating interactive documents, and much more. You can also use the example files and challenges that accompany the course to practice what David explains.",Course,2022-04-28 12:47 UTC,N/A,false,N/A,
Understanding the Impact of Deepfake Videos,"Imagine not being able to trust what you see or hear when you watch a video online. Deepfakes are manipulated media—video or audio—where a person has been replaced with someone else's likeness and made to appear as if they said or did something that never happened. Deepfake videos use artificial intelligence and can appear very convincing, even to a trained eye. When used to mislead audiences, deepfake videos can be disastrous. However, they can have useful benefits too—like offering AI-assisted video reshoots. In this introductory course, senior staff instructor Ashley Kennedy offers a useful introduction to the dangers and benefits of deepfake videos. She also provides a high-level overview of deepfake technology and puts forward some tools to identify deepfake videos, as well as suggestions for what to do when you suspect or spot a deepfake video.",Course,2020-12-07 15:04 UTC,N/A,false,N/A,
Illustrator for UX Design,"In this key course for UX designers and interaction designers, instructor Emmanuel Henri shows you how to use the powerful UI and UX tools in Illustrator to create and design a website. Explore the strengths of Illustrator and how it can help you achieve your project goals. Get practical tips for the best ways to set up Illustrator for UX design work. Find out how to use vector features to realize designs, screens, and artboards. Plus, discover how to share and export your designs with stakeholders, collaborators, and other developers. When you complete this course, you’ll have the knowledge and skills you need to use Illustrator effectively in your UX design projects.",Course,2025-09-20 12:06 UTC,N/A,false,N/A,
UX Deep Dive: Usability Testing,"Take a deep dive into usability testing techniques and methodologies for user experience (UX) design projects with research expert Amanda Stockwell. In this course, you can learn which types of tests—remote or in person, moderated or unmoderated, task-based or unstructured—to use for specific types of projects and users. Amanda also shares tips on conducting usability tests, from recruiting participants to moderating sessions. Plus, learn how to analyze and present the results of your testing to the rest of your organization.",Course,2022-02-28 12:00 UTC,N/A,false,N/A,
Integrating Generative AI into the Creative Process,"<p>For creatives, artificial intelligence can’t do your job for you—nor should you want it to. However, proper use of AI can help you jumpstart your creative processive and boost your productivity. In this course, Dave Birss shows you how you can use AI to develop your creative skills, from enhancing your creativity and visualization skills to improving your writing. Then, learn how AI can inspire your work by providing better ingredients for fresh ideas. He also explains how to use AI to spark your imagination, as well as practical uses of AI that can help you implement your ideas. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/human-skills-in-the-age-of-ai-by-microsoft-and-linkedin"" target=""_blank"">Professional Certificate</a> from Microsoft.</p>",Course,2025-11-06 09:06 UTC,N/A,true,N/A,
Photoshop 2021 New Features,"Photoshop 2021 is a big, ambitious update, packed with automated features, AI-enabled retouching filters, and time-saving innovations. In this course, expert Deke McClelland brings you up to speed with every single new feature in the software. Learn about the new Sky Replacement command, which lets you swap an ordinary sky for a more dramatic one. Discover Refine Hair, which turns a base selection into an impressive hair mask. Experiment with such practical and entertaining new filters as Skin Smoothing and Smart Portrait. Explore enhancements to Live Shapes, including on-canvas controls and a Line tool that draws open path outlines, complete with dynamic arrowheads. Learn how to review changes to collaborative cloud documents with the help of the powerful Version History panel. And that’s just the beginning. Check back for new videos every time Adobe releases an update.",Course,2021-08-17 07:10 UTC,N/A,false,N/A,
Harness Your Anxiety for Good,"<p>In this course, New York University neuroscientist Dr. Wendy Suzuki shares practical wisdom to help individuals harness the power of anxiety and turn it into a positive force. She discusses how to understand and influence anxiety positively and delves into the concept of ""good"" anxiety, illustrating how it can enhance performance and drive success. She reveals techniques for cultivating presence and routine, connecting to motivation and purpose, and dealing with common challenges like imposter syndrome. Plus, learn how to leverage anxiety to maximize your potential and stay present every day.
 </p><p>
This course was created by Morra Aarons-Mele of <i>The Anxious Achiever</i>. We are pleased to offer this insightful discussion in our library.",Course,2025-03-15 10:42 UTC,N/A,false,N/A,
Creating a Design System with Sketch,"Why reinvent the wheel? Design systems provide software designers and developers with a library of proven, reusable design patterns. They enhance team collaboration and bring consistency to the user experience. Learn the nuts and bolts of creating a design system in Sketch, the leading tool for UX and web design. Instructor Anne Grundhoefer builds in nested symbol-level management, color overrides and font styles, reusable icons, and interactive button and form field systems. She also helps you identify what components your organization needs by breaking down the existing product line.",Course,2019-12-06 19:35 UTC,N/A,false,N/A,
Career Advice from Some of the Biggest Names in Business,"What if you could get career advice from the world's most influential thinkers, leaders, and innovators? People who have run the top companies, created the most beloved brands, transformed industries, and changed the world? Now you can. This course brings together the best insights from our collection of interviews with LinkedIn Influencers. CEOs such as Richard Branson, Bill Gates, Indra Nooyi, and Meg Whitman reveal what it takes to get your foot in the door and then work your way up. Discover why Starbucks founder Howard Schultz thinks that conviction is so critical, how Oprah found her vision, and what actress Priyanka Chopra does to find the next challenge. Each interview provides short and thoughtful tips you can use to propel your own career in the right direction.",Course,2020-10-29 05:50 UTC,N/A,false,N/A,
Leveraging Your Relationship Capital,"<p>All relationships are built on the principle of relationship capital. In this course, serial entrepreneur Jeff Fenster shares how you can use relationship capital to grow and achieve great things. Learn what relationship capital is and why it's such an important investment for anyone who wants to be successful in work or life. See what relationship capital can buy you: from access to opportunity, time, and credibility. Jeff also provides a practical guide to developing relationship capital and great ways to begin leveraging it immediately.</p>

<p>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.</p><p><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""25%"" width=""25%""></p>",Course,2021-01-18 19:30 UTC,N/A,false,N/A,
Learning Design Sprints,"Explore using a design sprint to focus ideas and reduce risk when brainstorming a new product, feature, process, or experience. Instructor Manny Henri explains the idea behind a five-phase design sprint and highlights how to structure the process over a five-day period. Manny walks through each of the time-constrained phases and covers the tools, team, and rules for a successful design sprint. He outlines how to set clear objectives for each phase and offers ways to manage the process and finish the sprint with a clear, targeted deliverable.",Course,2021-02-03 19:03 UTC,N/A,false,N/A,
Agile Instructional Design,"Many instructional design and development processes produce ineffective products, often accompanied by delayed timelines and cost overruns. Agile instructional design applies the SAM (Success Approximation Model) principles to training development, which results in meaningful and effective learning experiences that help the learner as well as meet the needs of stakeholders. In this course, Richard Sites explores how to apply an agile process to instructional design. Learn how to start savvy, document your ideas, prototype course content, build your design, and review your instruction for any missed opportunities. Dr. Sites also shows how to align your current process with SAM and become an effective leader of agile and iterative training and development projects.",Course,2023-01-06 09:59 UTC,N/A,false,N/A,
Figma Essential Training,"<p>Learn how to use Figma, the collaborative interface design tool. This course introduces the features and concepts you’ll need to know to start your first user experience (UX) design project in Figma. Find out how to create new files, segment your project for multiple screens and devices, and start adding content, including shapes, images, drawing, effects, and text. Instructor Brian Wood shows you how to work smarter—not harder—using Figma features like layers, reusable formatting, and components. In the final chapters, you can add interactions to the mix to build functional prototypes that really tell the whole story of your design to collaborators and clients. By the end of this course, you’ll also be prepared to use the latest AI features in Figma to speed up your design workflow.</p><p>Note: This course was created by Brian Wood. We are pleased to offer this training in our library.</p>",Course,2025-11-19 15:15 UTC,N/A,false,N/A,
Organizing Your Remote Office for Maximum Productivity,"Working remotely gives you amazing freedom, but how you set up your office makes all the difference. To maximize your productivity, you need to be able to easily transition from home life to work life and back again. From setting up your physical space to managing your digital life, author and productivity expert Paula Rizzo can help you get more done when working remotely. Learn to harness your personal productivity style to create an intentional workspace; adapt any room, regardless of size; choose the right equipment and technology; present better during video meetings; organize your documents and files; and set boundaries with those you share space with. Plus, learn to plan ahead to take your workspace on the road—wherever business takes you.",Course,2021-01-16 20:24 UTC,N/A,false,N/A,
Learning Playwright,"It’s no surprise that Playwright has joined the ranks of other top-rated open-source automation tools. Playwright’s comprehensive feature set allows testers and developers to quickly create new test automation projects without having to combine multiple libraries and other tools. Whether you’re a manual tester, a quality assurance specialist, a software developer, or a seasoned automation engineer, this course offers hands-on, practical experience with using some of the most important features of Playwright. Join instructor Butch Mayhew as he takes you through the essentials and prepares you to start writing, running, analyzing, and debugging your first test.",Course,2025-10-03 14:50 UTC,N/A,false,N/A,
Extending Figma Design with Adobe Creative Cloud,"In this course, learn how to supplement and extend your Figma design work with Photoshop, Illustrator, Dimension, and Premiere Pro as part of Adobe Creative Cloud. Instructor Joseph Labrecque shows you how to use Figma and Adobe apps together, exploring common ways in which Figma and Adobe Creative Cloud software can work together and expand creative design workflow. Join Joseph as he guides you through the intersections of a Figma design project alongside popular Adobe tools.",Course,2025-09-06 09:35 UTC,N/A,false,N/A,
The Startup/SMB Guide to Integrating and Managing AI Agents,"The course explores the evolving role of agentic AI in business, focusing on how entrepreneurs and small business owners can integrate AI agents within their operations. While this field is still theoretical, the course provides a forward-thinking approach to understanding how AI agents will impact people management, decision-making, and business strategy. Join digital transformation expert Ian Barkin to learn the tools to build an agent-ready organization.",Course,2025-07-09 10:27 UTC,N/A,false,N/A,
Demystifying ChatGPT and Generative AI: What Every Professional Needs to Know,"Unlock the secrets of AI in this course with instructor Jules White. This course breaks down complex AI concepts into simple, easy-to-understand lessons, making generative AI accessible to everyone. Learn how to effectively integrate ChatGPT into your professional toolkit, boosting productivity, creativity, and innovation. Business leaders will gain strategic insights to effectively innovate and drive their organizations forward. Whether you're new to AI or looking to enhance your understanding, this course provides the essential knowledge and skills you need to stay ahead in the evolving digital landscape.",Course,2025-03-30 14:55 UTC,N/A,false,N/A,
Hands-On AI: Build Your Own GPTs,"Discover how to build AI applications without any coding. Using English as your new programming language, explore crafting advanced prompts, creating comprehensive knowledge bases, and personalizing model outputs for specific tasks. Join Alina Zhang, a seasoned data scientist, to create three custom GPTs: KK, Sun Tzu, and Lilis. Dive into innovative techniques, including the Pentagram framework for prompt engineering, chain-of-thought, few-shot learning, user intent detection, and strategies to safeguard against prompt injection attacks.",Course,2024-08-26 09:57 UTC,N/A,true,N/A,
Designing Your Creator Brand with Canva,"Every creator needs a consistent visual style for their content—but not every creator has the ability to create those designs from scratch. Enter Canva, the popular graphic design platform. In this course, learn how to use the built-in tools and creative resources in Canva to create a design that has the right look and feel for your content—no graphic design experience necessary. Instructor Nina Thomas shows you how to customize your design with photos, select the right font, and choose the right colors. She then steps through how to create your brand kit, build your first graphic, and send your designs directly to social media platforms.",Course,2025-12-19 14:56 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:4517613,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:4517613,Course,2024-07-28 07:01 UTC,N/A,false,N/A,
Reinventing You with Debbie Millman,"When you look at the choices you’ve made in your life, or when you consider your future, do you base your decisions on what’s possible, or on what you believe to be more realistic? There’s a lot to be said for making choices based on safety and stability, but that often comes at the expense of larger dreams. Luckily, it’s never too late to rethink how you think about your future. In this course, creative professional, educator, and strategist Debbie Millman shares her personal life lessons from a career steeped in design and learning from others. She helps you identify the parts of your life you want to pay attention to and those you can accept and leave be. There’s no denying that for most people, change is hard. Check out this course to see how you can evolve your mindset and reinvent yourself to plan and grow for the long term.",Course,2022-10-17 14:19 UTC,N/A,false,N/A,
After Effects for UX Design,"Learn a variety of techniques you can use to prototype motion and interactions using Adobe After Effects CC 2018. The course starts with a review of the AE interface, showing how to set up After Effects for working on UX projects. The course then covers how to prototype gestures and micro-interactions using animation tools; how to create and export an app with interaction previews for client and team reviews, and more.",Course,2019-11-30 09:47 UTC,N/A,false,N/A,
A Standalone Project: Create a Model Using NLP to Detect Whether a Given News is Real or Fake,"<p>The fake news dataset is one of the classic text analytics datasets available on Kaggle. It consists of genuine and fake article titles and text from different authors. In this project, work with this real-world dataset to develop a fake news detection model. Learn how to clean and preprocess text data, extract meaningful features, train a classification model, and evaluate its performance. The project is designed to be completed in approximately 10 hours.

</p><p>
This project was created by SkillUp Online. We are pleased to host this training in our library. 
</p>",Course,2026-05-08 08:00 UTC,N/A,false,N/A,
Script Writing for Business Videos,"<p>Content creators are producing more reality-based videos than ever before. Nonfiction videos can promote brands, advocacy, fundraising, training, and even ""edutainment."" But producing any video without a solid script—even corporate or documentary films—is a challenge. By learning an effective script writing and script-to-screen process, producers can lower their overhead costs and improve storytelling impact and audience engagement.
 </p><p>
In this course, learn how to write nonfiction scripts that work with a variety of budgets. Taught by Amy DeLouise, a passionate educator who has scripted hundreds of award-winning videos, it's packed with tools and tips for every level of writer and producer. Her script-to-screen workflow will help you develop your story goals and structure, create a narrative arc, work with sound bites, find the right tools to write your script, and pitch your script to clients and stakeholders.
</p>",Course,2026-04-04 07:17 UTC,N/A,false,N/A,
Switching Your Career (2019),"You've finally identified your dream job—in another industry or profession. How do you get that job and stand out from candidates with more experience? The secret to successfully switching careers lies in identifying your transferrable skills and creating personal and professional personas that work in your new industry. Dr. Dawn Graham, author of <i>Switchers: How Smart Professionals Change Careers and Seize Success</i>, explains why the same old job-hunting rules don’t apply when you’re making a career change. You need to be able to convince employers you can make the leap to a new role or industry. To help, Dr. Dawn provides insider information from a hiring manager’s point of view and illuminates the psychological principles that underlie the job search process. She also provides tips for rebranding yourself and nailing the interview by turning tough questions to your advantage. Get ready to make the switch with these smart, actionable tips.",Course,2022-04-12 18:17 UTC,N/A,false,N/A,
SQL Essential Training (2019),"Knowing how to code and manage relational databases and database-driven applications is a valuable skill for any career in tech. Completely updated for 2019, <i>SQL Essential Training</i> is designed to help users understand the most common language for database wrangling, SQL. All the lessons have been recorded in SQLiteStudio, an intuitive and easy-to-install database manager. Instructor Bill Weinman teaches all the major features of SQL: creating tables; defining relationships; manipulating strings, numbers, and dates; using triggers to automate actions; and using subselects and views. He offers a solid working knowledge of the language and shows how to retrieve and manage data efficiently. The final chapter includes a real-world example of building a simple application using SQL.<br><br>

This course was created by Bill Weinman. We are pleased to offer this training in our library.",Course,2020-12-18 14:37 UTC,N/A,false,N/A,
Hands-On MCP: Extend Agent Mode with VS Code,"Explore how to extend GitHub Copilot's Agent Mode in VS Code with the Model Context Protocol (MCP). In this course, you’ll connect to curated MCP servers, learn key MCP concepts, and see hands-on demos of tools like GitHub, Playwright, MarkItDown, and Hugging Face in action. By the end, you'll understand how MCP integrations expand Copilot's workflows and how to use them to bring real value to your projects.",Course,2026-05-09 10:31 UTC,N/A,true,N/A,
Generative AI: Working with Large Language Models,"Transformers have quickly become the go-to architecture for natural language processing (NLP). As a result, knowing how to use them is now a business-critical skill in your AI toolbox. In this course, instructor Jonathan Fernandes walks you through many of the key large language models (LLMs) developed since OpenAI first released GPT-3, as well as the key contributions of each of these LLMs.",Course,2024-09-19 16:19 UTC,N/A,true,N/A,
Nano Tips for Effortless Influence with Shadé Zahrai,"Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, peak performance researcher and behavioral strategist to Fortune 500 companies Shadé Zahrai shows you how to exude effortless influence. She starts with outlining the basics of influence, followed by sharing key influence tactics—leveraging social proof, offering choices, and influencing with emotional intelligence. Shadé then takes it up a level with some pro-level influence techniques, explaining how to influence those with greater authority and how to sway skeptics.",Course,2023-10-02 10:00 UTC,N/A,false,N/A,
Selling with Empathy during Uncertain Times,"It's only natural that uncertain economic conditions create anxiety for salespeople and buyers alike. But a shift in your focus can help you quiet the fear and show up for customers when they need you most. Join Lisa McLeod as she helps you navigate selling in uncertain times. Lisa and her team have coached hundreds of sales professionals through economic turbulence, product launch failures, and other difficulties. In this course, she provides an empathetic, customer-centric approach to sales that will help you connect with customers, solve their most urgent problems, and identify the most authentic version of yourself. Use these tips to rise to the challenge and turn uncertain times into an opportunity to succeed.",Course,2020-11-30 04:54 UTC,N/A,false,N/A,
Instructional Design: Working with SMEs,"Do you work with subject matter experts (SMEs)? Discover the secrets to translating their knowledge into engaging instructional content. Jolie Miller explores getting to know SMEs—setting both of you up for success and productivity—as well as arranging logistics, outlining the content, and delivering the project to the SME's and the audience's satisfaction, while keeping the content factually correct and interesting.<br><br>

The course also shows you how to set up project schedules, overcome common obstacles, and use a variety of approaches to ensure that the content you build together will be stronger than the content either of you would build alone. The lessons are framed by a fictional ID/SME relationship that models how the two partners work together to create a customer-service training session.",Course,N/A,N/A,true,N/A,
Designing Product Interaction,"Embark on a comprehensive journey through the world of design thinking and user experience (UX) design for interactive digital products in this course with industry expert Diane Cronenwett. Join Diane as she leads a deep dive through the design thinking framework for problem-solving, using a real-life case study example.
Learn how to conduct research with your target users, craft personas, and develop journey maps to visualize your customers' most pressing challenges. Transform understanding into actionable insights and create tangible interactive experiences.
Understand the fundamental user interface (UI) design principles, principles of usability, and interactive prototyping techniques. Check out this course to gain the skills to create user-centered designs that provide seamless, intuitive experiences to address your business needs.",Course,2026-01-12 07:44 UTC,N/A,false,N/A,
LinkedIn Video Marketing for Personal and Brand Pages,"Video is the future of online marketing. It's the content users prefer—and LinkedIn is a great platform to leverage its potential. Over 225 million members are already engaging with video on a monthly basis. So, what are you waiting for? Don't get left behind by the video revolution. This course shows you how to combine the power of video marketing and LinkedIn to attract new customers and clients and increase the awareness for your brand. Goldie Chan, the #1 video creator on LinkedIn, shares her tips and tricks for producing and publishing video natively on the platform. Learn how to find inspiration, choose a video length and theme, meet collaborators, improve discoverability with the right title and tags, and more. With these insider tips, you can learn everything you need to start creating engaging and well-timed videos that grab your audience from the get-go.",Course,2020-09-28 07:42 UTC,N/A,false,N/A,
Entrepreneurship: Bootstrapping Your Business,"Bootstrapping—starting and growing a business without outside funding—allows founders to play by their own rules. Curious about what it takes to start your own bootstrapped business? Tune into this course to learn how.<br><br>Instructor Kim Kaupe begins by helping you determine whether bootstrapping is the right move for you. She then shows how to create a business plan and set up measurable goals. Once you have your plans in place, she covers fundamentals like managing your cash flow and spending, navigating customer acquisition at a low cost, and creating partnerships with like-minded companies. Plus, learn how your personal spending plays into your growing business, as well as how to prepare friends and family for the potential ups and downs of the entrepreneurial journey. Whether you’re a new business owner or a seasoned entrepreneur looking for new ways to leverage your capital, this course can help you set up your self-funded business for success.",Course,2021-07-18 20:50 UTC,N/A,false,N/A,
Inclusion and Equity for Workers with Disabilities,"While inclusion and equity are increasingly important to organizations as they build and maintain their modern workforces, workers with disabilities are still often overlooked. While these oversights may often be unintentional, they can still have a detrimental impact on disabled employees’ ability to do their jobs and on their overall wellbeing. In this course, disability inclusion advocate and Paralympic gold medalist Liz Johnson details the actions your organization can take to ensure equity and inclusion for disabled employees. She starts with basics: what inclusion looks like for disabled employees, and what exclusion looks like. She then covers the requirements needed in an equitable environment and shares some resources you can use to support inclusive practices. Finally, Liz covers tools to help you measure the success—and failure—of your initiatives.",Course,2024-09-06 20:23 UTC,N/A,false,N/A,
Building Transparency in Photoshop,"Learn a new trick to give designs and illustrations more depth and volume … transparency! Steve Caplin takes the image of a skull and creates a transparent duplicate, showing you how to replicate the effect in just a few steps. Using the Apply Median filter and the Image Warp and Smudge tools, he transforms the skull into a glass-like structure that reveals and refracts the environment around it. The entire technique takes just 20 minutes.",Course,2019-12-22 10:39 UTC,N/A,false,N/A,
Building Intelligent Chatbots on AWS,"Voice control and interaction is becoming more common—and more expected from our apps. Amazon Lex provides speech recognition and natural language understanding, allowing developers to build their own custom logic around it. This course introduces a specific use case for Lex: intelligent chatbots that can respond to and redirect customer inquiries. Discover how to use the Lex API and CLI, build and test your bot, and configure the prompts and responses that will make your bot seem trustworthy and useful. Instructor Bear Cahill also explains how to publish your bot to the Amazon cloud and leverage lambdas—serverless functions—for user data validation and intent fulfillment. By the end of the course, you’ll know how to build smart, sophisticated chatbots and use Lex to do all the heavy lifting.",Course,2024-08-28 11:39 UTC,N/A,true,N/A,
Integrating AI into the Product Architecture,"<p>This course equips developers, machine learning engineers, and AI engineers with the essential knowledge and practical skills to seamlessly integrate AI models into product architectures. Explore effective collaboration techniques with data science teams, best practices for comprehensive model testing and validation, and proven architectural patterns for scaling and deploying AI-powered applications. The course also covers crucial UX/UI considerations to build trustworthy, interpretable, and ethical AI-infused products.</p></p>This course is part of the learning path <a href=""https://www.linkedin.com/learning/paths/building-ai-products-implementing-responsible-ai-professional-certificate-by-linkedin-learning?u=104"" target=""_blank"">Building AI Products: Implementing Responsible AI Professional Certificate by LinkedIn Learning</a>. Complete all courses and pass the final exam to earn a Professional Certificate you can add to your LinkedIn profile.</p>",Course,2025-06-12 13:04 UTC,N/A,false,N/A,
UX Foundations: Research,"UX research helps a business by saving development or process costs, increasing customer happiness and loyalty, and uncovering opportunities to earn more. In this course, Amanda Stockwell shows you practical techniques to improve your UX research to better inform fast-moving projects. Get an overview of different types of research methodologies, usability tests, and conducting interviews. Review card sorts, eye tracking, multivariate testing, and desirability testing. Go over the best uses of expert reviews, surveys, diary studies, participatory design workshops, and personas. Learn how to choose the right research method for your goals, then dive into environmental considerations, such as in-house versus external, agile versus waterfall, and more. Find out how to plan and execute effective research, and then explore the best ways to analyze and present your findings.",Course,2026-01-17 11:48 UTC,N/A,false,N/A,
Applications of Generative AI in Learning and Development,"In this course, Dr. Terri Horton—a work futurist, consultant, speaker, and author—highlights several ways L&D professionals can harness the power of generative AI to elevate their learning and development programs and initiatives. Learn how to develop and curate high-quality content, construct interactive workshops and training modules, and craft relevant simulations, role plays, and coaching scripts. Gain the skills you need to design assessment tools to evaluate learning effectiveness, ensuring your programs meet organizational goals and learner needs. Plus, access a curated list of generative AI tools tailored for use in learning and development initiatives. By the end of this course, you will be equipped to integrate generative AI tools into your training initiatives to maximize impact and engagement while leading the future of learning in your organization.",Course,2026-04-07 07:57 UTC,N/A,true,N/A,
Using AI in Research Projects,"<p>Join Cory Lebson—a researcher, author, and former UXPA president—as he gives tips and techniques for using generative AI to enhance, extend, and improve research projects of all types.</p>
<p>Cory explains how to look at AI both as something to be researched and as a tool to be leveraged to <em>improve</em> research, as well as how to talk to corporate stakeholders about leveraging AI in your projects. He shares a variety of use cases for AI in research, including how various AI tools can help you prepare for usability studies, conduct in-depth interviews and focus groups, prepare heuristic or expert reviews, analyze qualitative data, and complete accessibility evaluations. Plus, Cory delves into the ethics of AI, explaining what kind of research support is appropriate (and what might be crossing the line).</p>",Course,N/A,N/A,true,N/A,
Data-Driven Product Management,"In this course with product strategist Drew Falkman, learn the difference between product and marketing analytics, and why product analytics and the insight they provide are critical to making important product decisions. Drew reviews popular product analytics software tools—including AI solutions—and introduces you to the main tools and processes product managers use to analyze product data. Learn how to maintain a data-driven strategy, recognize key product analytics to measure, how to make data-driven business cases, and explore some advanced analytics considerations for product managers and their organizations.",Course,2025-12-31 23:15 UTC,N/A,true,N/A,
Sustainable Employee Engagement,"At a time when burnout abounds, what can you do to keep your team engaged? In this course, author, educator, and coach Dr. Todd Dewett teaches you how to understand and build a highly engaged team and create sustained engagement. Todd has designed this content to help leaders at all levels, as well as individuals who aspire to lead. He addresses baseline issues like recognition and rewards, gamification, and removing pain points. Todd also focuses on higher-level tactics that lock in elevated levels of engagement and a few key practices that make engagement truly sustainable. He offers practical instruction and includes many actionable steps you can implement immediately to take your understanding of employee engagement to the next level.  
 <br><br>
Note: This course was created by Todd Dewett. We are pleased to host this training in our library.",Course,2024-08-28 09:21 UTC,N/A,false,N/A,
Strengthen Your Decision-Making with Generative AI,"<p>“If only I had someone to bounce ideas off of.” Now you do. Discover how to leverage generative AI to make better decisions. In this course, Cheryl Strauss Einhorn teaches you a repeatable, practical framework to harness the power of generative AI to make better big decisions personally and professionally. Learn how to use AI to support idea generation, get clear on the problem you are solving, challenge mental mistakes, and hold this new powerful technology accountable for its own flaws. By the end of the course, you’ll have a ready toolkit to bolster your research and confidence that your decisions can pave the way to a better future. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/human-skills-in-the-age-of-ai-by-microsoft-and-linkedin"" target=""_blank"">Professional Certificate</a> from Microsoft.</p>",Course,N/A,N/A,true,N/A,
Building a React Project with Google Bard and the PalM2 API,"You can talk with ChatGPT easily, and ask it questions, but how do you build it into your own applications? In this course, Ray Villalobos shows how to set up a secure environment for connecting your code to ChatGPT using Bard, the chatbot from Google that’s based on the large language model called PaLM 2. PaLM2 has been trained on millions of parameters and is extremely effective at tasks like reasoning, code, math, and other languages. Ray takes a look at what it takes to create an application that uses the PaLM2 API to create your own personal chatbot. He shows you how to use NodeJS together with React to create an interface that answers simple questions, managing the connectivity between the client and the server.",Course,2024-09-04 12:12 UTC,N/A,false,N/A,
The Step-by-Step Guide to Building your Thought Leadership on LinkedIn,"Generating business, reaching new clients, or acting as a spokesperson for your company or product—there are many benefits to building your thought leadership on LinkedIn. Whether you are a seasoned professional or just starting out, Alexandra Galviz (""Authentic Alex”) can help. Alex is a Linked Top Voice for the UK and the cofounder of #LinkedInLocal. In this course, she offers a step-by-step guide to using LinkedIn to reach audiences and establish your expertise. She explains how to craft an authentic voice, grow your audience of brand ambassadors, and create courageous content. Each chapter is filled with examples of her favorite thought leaders in the UK, from entrepreneurs to business leaders. By the end, you’ll be sharing your stories in an authentic and relatable way and creating a deeper connection with your network.",Course,2021-01-04 09:49 UTC,N/A,false,N/A,
Figma: Handing off to Developers,"Explore using Figma, the cloud-based design tool that is particularly suited for collaboration, to work effectively with development teams. Learn how to prepare a Figma project for developer handoff, including how to export design assets from Figma in a developer-ready format. See how Figma can integrate with common design utilities to create style and design guide information, and watch the steps to structure an iterative workflow that allows regular handoff between design changes and development implementation.",Course,2021-07-25 21:47 UTC,N/A,false,N/A,
Nano Tips for Using Excel with Miss Excel (2021),"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>Here, join Miss Excel (aka Kat Norton)—a Microsoft MVP with 750,000+ followers on TikTok—as she shares tips and answers to common questions about Microsoft Excel, all set to a beat. Topics include fixing data in Excel (PivotTable), the filter function in Excel (VLOOKUP), VBA basics in Excel, and more. Each high-energy video offers up quick fixes for things you need to know right now about Excel and also prepares you for more in-depth learning.",Course,2022-08-08 14:37 UTC,N/A,false,N/A,
Figma Essential Training: The Basics,"Learn how to use Figma, the collaborative interface design tool. This course introduces the features and concepts you’ll need to know to start your first user experience (UX) design project in Figma. Find out how to create new files, segment your project for multiple screens and devices, and start adding content, including shapes, images, drawing, effects, and text. Instructor Brian Wood then shows how to work smarter—not harder—using Figma features like layers, reusable formatting, and components. In the final chapters, you can add interactions to the mix to build functional prototypes that really tell the whole story of your design to collaborators and clients.<br><br>

Note: This course was created by Brian Wood. We are pleased to offer this training in our library.",Course,2022-07-24 14:45 UTC,N/A,false,N/A,
Learning Art Direction,"The art director role is one that many designers aspire to. An art director is responsible for the overall vision of a design project: the concept, look, feel, imagery, messaging, and even editorial direction. It's an impressive and well-paid job—if you have the right qualifications. Understanding exactly what an art director does can help you plan your career and build the right skills. Bonnie Siegler is a designer and the art director of many high-profile and diverse projects. Here she walks members through what an art director (AD) is, how it differs from being a designer, and the skills needed to be a good AD. She finishes with two quick case studies from her own career (Frank Lloyd Wright Foundation and Newsweek) that show how exactly how an art director contributes to a project's success.",Course,2020-05-04 17:33 UTC,N/A,false,N/A,
Logo Trend Report 2022-2023,"As the world of logo design continues to evolve, it brings unexpected changes with it. As we watch marks break free of conventional rules, there are bound to be some missteps and masterpieces along the way. In this course, Bill Gardner, president of Gardner Design and founder of LogoLounge.com, shows you some new, engaging symbolism tips and techniques to keep your logo design skills keen and ahead of your peers. Take an in-depth journey through fifteen emerging trends that are captivating the design industry now, as you explore how to press them forward to their next great iteration. Discover the “Why” behind these design evolutions and confirm the value associated with sharing these insights with your clients. Additionally, this course gives you access to an archive of twenty years of trends, helping you understand how design got to where it is today and try to figure out where it will be tomorrow.",Course,2022-12-27 16:42 UTC,N/A,false,N/A,
